1.05	0.157528	0.153655
1.1	0.353601	0.34592
1.15	0.593184	0.581782
1.2	0.881665	0.866643
1.25	1.22488	1.20635
1.3	1.62916	1.60722
1.35	2.10134	2.07609
1.4	2.64885	2.62036
1.45	3.27969	3.24801
1.5	4.00253	3.96767
1.55	4.82672	4.78864
1.6	5.76238	5.72096
1.65	6.82041	6.77548
1.7	8.0126	7.96387
1.75	9.35163	9.29873
1.8	10.8512	10.7936
1.85	12.5261	12.4632
1.9	14.3922	14.3231
1.95	16.4665	16.3903
2	18.7677	18.6831
